"id","adr","cty","pr","bd","bat","sq","url"
"N4058674","56 Fife Road","Aurora",739888,3,4,NA,"N4058674/56-fife-road-aurora-on"
"N4047256","64 Chapman Court","Aurora",883000,3,3,2250,"N4047256/aurora-on"
"N4045866","6 Fife Road","Aurora",760000,3,4,1750,"N4045866/6-fife-road-aurora-on"
"N4041747","147 October Lane","Aurora",859000,3,3,1750,"N4041747/147-october-lane-aurora-on"
"N4091650","151 Orchard Heights Boulevard","Aurora",848000,4,2,NA,"N4091650/151-orchard-heights-boulevard-aurora-on"
"N4105849","33 Autumn Way","Aurora",1300000,5,6,3250,"N4105849/33-autumn-way-aurora-on"
"N4104206","Lot 63-15278 Yonge Street","Aurora",548000,3,3,1300,"N4104206/lot-63-15278-yonge-street-aurora-on"
"N4103260","27-15278 Yonge Street","Aurora",839000,3,3,1500,"N4103260/27-15278-yonge-street-aurora-on"
"N4102244","41 Aurora Heights Drive","Aurora",699900,3,1,NA,"N4102244/41-aurora-heights-drive-aurora-on"
"N4094193","45 Foreht Crescent","Aurora",979000,4,3,NA,"N4094193/45-foreht-crescent-aurora-on"
"N4100076","25 Autumn Way","Aurora",1388000,4,5,2750,"N4100076/25-autumn-way-aurora-on"
"N4097662","58-15278 Yonge Street","Aurora",775000,3,3,1300,"N4097662/58-15278-yonge-street-aurora-on"
"N4098517","10 Lacey Court","Aurora",1148800,4,4,2750,"N4098517/10-lacey-court-aurora-on"
"N4096748","27 Kemano Road","Aurora",989000,3,2,NA,"N4096748/27-kemano-road-aurora-on"
"N4087214","10 Cabot Court","Aurora",979000,3,2,NA,"N4087214/10-cabot-court-aurora-on"
"N4077838","35-15278 Yonge Street","Aurora",685000,2,3,1300,"N4077838/35-15278-yonge-street-aurora-on"
"N4074726","15381 Bathurst Street","Aurora",1688000,4,4,NA,"N4074726/15381-bathurst-street-aurora-on"
"N4088198","508-15450 Yonge Street","Aurora",428000,2,2,850,"N4088198/508-15450-yonge-street-aurora-on"
"N4086161","2 Murdock Avenue","Aurora",970000,3,4,2250,"N4086161/2-murdock-avenue-aurora-on"
"N4082731","43-15278 Yonge Street","Aurora",645000,2,3,950,"N4082731/15278-yonge-street-aurora-on"
"N4076674","9 Mcdonald Drive","Aurora",649900,2,3,1750,"N4076674/9-mcdonald-drive-aurora-on"
"N4076622","41-15278 Yonge Street","Aurora",685990,2,3,1300,"N4076622/41-15278-yonge-street-aurora-on"
"N4076629","40-15278 Yonge Street","Aurora",685880,2,3,1300,"N4076629/40-15278-yonge-street-aurora-on"
"N4074321","15405 Bathurst Street","Aurora",1288000,3,5,NA,"N4074321/15405-bathurst-street-aurora-on"
"N4069606","186 Aurora Heights Drive","Aurora",998888,4,4,NA,"N4069606/186-aurora-heights-drive-aurora-on"
"N4065005","67 Foreht Crescent","Aurora",779000,3,2,NA,"N4065005/67-foreht-crescent-aurora-on"
"N4068738","5 Murdock Avenue","Aurora",950000,3,3,NA,"N4068738/5-murdock-avenue-aurora-on"
"N4064646","89 Devins Drive","Aurora",899900,3,3,NA,"N4064646/89-devins-drive-aurora-on"
"N4062675","200 W Wellington Street","Aurora",4500000,4,2,NA,"N4062675/200-w-wellington-street-aurora-on"
"N4062680","7 Kenlea Court","Aurora",4300000,4,2,NA,"N4062680/7-kenlea-court-aurora-on"
"N4061274","37 Crawford Rose Drive","Aurora",699000,3,2,NA,"N4061274/37-crawford-rose-drive-aurora-on"
"N4059643","9 Davis Road","Aurora",614999,3,2,NA,"N4059643/9-davis-road-aurora-on"
"N4057431","24 Gilbank Drive","Aurora",899900,3,3,NA,"N4057431/24-gilbank-drive-aurora-on"
"N4055513","17 Baycroft Lane","Aurora",1067000,4,3,NA,"N4055513/17-baycroft-lane-aurora-on"
"N4050478","42-15278 Yonge Street","Aurora",695900,2,3,950,"N4050478/42-15278-yonge-street-aurora-on"
"N4038587","41-15278 Yonge Street","Aurora",719900,2,3,950,"N4038587/41-15278-yonge-street-aurora-on"
"N4037701","19 Cranberry Lane","Aurora",1175000,4,4,2750,"N4037701/19-cranberry-lane-aurora-on"
"N4032854","15278 Yonge Street","Aurora",849000,3,3,1500,"N4032854/15278-yonge-street-aurora-on"
"N4032893","260 Aurora Heights Drive","Aurora",1229888,4,3,NA,"N4032893/260-aurora-heights-drive-aurora-on"
"N4030351","504-15450 Yonge Street","Aurora",469000,2,2,850,"N4030351/504-15450-yonge-street-aurora-on"
"N4020377","215 Heathwood Heights Drive","Aurora",3850000,5,7,NA,"N4020377/215-heathwood-heights-drive-aurora-on"
"N4015741","1 Valley Crescent","Aurora",975000,3,3,NA,"N4015741/1-valley-crescent-aurora-on"
"N3949104","15-15278 Yonge Street","Aurora",799000,3,3,1300,"N3949104/1-15278-yonge-street-aurora-on"
"N4104471","92 Cranberry Lane","Aurora",1650000,4,4,NA,"N4104471/92-cranberry-lane-aurora-on"
"N4101620","120 Cranberry Lane","Aurora",1248000,4,3,NA,"N4101620/120-cranberry-lane-aurora-on"
"N4094981","1 Davis Road","Aurora",599900,3,2,NA,"N4094981/1-davis-road-aurora-on"
"N4093027","95 Bonny Meadows Drive","Aurora",1188000,4,3,NA,"N4093027/95-bonny-meadows-drive-aurora-on"
"N4050789","337 W Kennedy Street","Aurora",1588000,4,4,NA,"N4050789/337-w-kennedy-street-aurora-on"
"N4049082","6 Windham Tr","Aurora",1389000,4,4,3250,"N4049082/6-windham-tr-aurora-on"
"N4047103","278 Corner Ridge Road","Aurora",1398000,4,3,2750,"N4047103/278-corner-ridge-road-aurora-on"
"N4106211",NA,"Aurora",1075000,3,4,NA,"N4106211/aurora-on"
"N4105543","12 Morning Crescent","Aurora",2688988,4,6,NA,"N4105543/12-morning-crescent-aurora-on"
"N4106039","158 Dawlish Avenue","Aurora",729000,3,4,1300,"N4106039/158-dawlish-avenue-aurora-on"
"N4104556","58 Mcgee Crescent","Aurora",1425000,5,4,3250,"N4104556/58-mcgee-crescent-aurora-on"
"N4102574","31 Anderson Place","Aurora",599888,3,4,1300,"N4102574/31-anderson-place-aurora-on"
"N4102178","76 Fairway Drive","Aurora",1249900,3,2,NA,"N4102178/76-fairway-drive-aurora-on"
"N4099716","26 Buttonwood Tr","Aurora",998000,4,4,NA,"N4099716/26-buttonwood-tr-aurora-on"
"N4097512","60 Fairway Drive","Aurora",1250000,3,2,NA,"N4097512/60-fairway-drive-aurora-on"
"N4094824","62 Ardill Crescent","Aurora",1199000,4,4,NA,"N4094824/62-ardill-crescent-aurora-on"
"N4094530","120 Sandfield Drive","Aurora",678000,3,3,NA,"N4094530/120-sandfield-drive-aurora-on"
"N4094723","123 Allenvale Drive","Aurora",1068000,2,3,1750,"N4094723/123-allenvale-drive-aurora-on"
"N4054299","248 W Kennedy Street","Aurora",2375000,5,3,NA,"N4054299/248-w-kennedy-street-aurora-on"
"N4091809","25 Briardale Place","Aurora",1129900,4,3,2750,"N4091809/25-briardale-place-aurora-on"
"N4092739","68 Poplar Crescent","Aurora",549900,3,2,2120,"N4092739/68-poplar-crescent-aurora-on"
"N4092803","12 Lee Gate","Aurora",638999,3,2,NA,"N4092803/12-lee-gate-aurora-on"
"N4091303","125 Carlyle Crescent","Aurora",1164900,3,3,NA,"N4091303/125-carlyle-crescent-aurora-on"
"N4091023","27 Cashel Court","Aurora",589800,3,2,NA,"N4091023/27-cashel-court-aurora-on"
"N4089495","26 Richardson Drive","Aurora",669000,3,2,NA,"N4089495/26-richardson-drive-aurora-on"
"N4088100","61 Seaton Drive","Aurora",789900,3,3,NA,"N4088100/61-seaton-drive-aurora-on"
"N4085757","32 Knowles Crescent","Aurora",797000,3,2,NA,"N4085757/32-knowles-crescent-aurora-on"
"N4084323","82 Murray Drive","Aurora",750000,3,1,1300,"N4084323/82-murray-drive-aurora-on"
"N4084592","2 Webster Drive","Aurora",848000,3,2,NA,"N4084592/2-webster-drive-aurora-on"
"N4083625","31 Sandusky Crescent","Aurora",698500,3,4,1750,"N4083625/31-sandusky-crescent-aurora-on"
"N4084001","99 Richardson Drive","Aurora",738000,3,2,NA,"N4084001/99-richardson-drive-aurora-on"
"N4082657","44 Mosaics Avenue","Aurora",579000,3,2,1300,"N4082657/44-mosaics-avenue-aurora-on"
"N4082672","27 Knowles Crescent","Aurora",799000,3,2,NA,"N4082672/27-knowles-crescent-aurora-on"
"N4079297","31 Davis Road","Aurora",619900,3,2,NA,"N4079297/31-davis-road-aurora-on"
"N4075563","17 Cossar Drive","Aurora",1150000,4,3,NA,"N4075563/17-cossar-drive-aurora-on"
"N4075690","23 Beechbrooke Way","Aurora",1198888,4,3,NA,"N4075690/23-beechbrooke-way-aurora-on"
"N4075319","22 Cossar Drive","Aurora",1048000,3,2,NA,"N4075319/22-cossar-drive-aurora-on"
"N4074836","142 Mcclellan Way","Aurora",1338000,4,4,3250,"N4074836/142-mcclellan-way-aurora-on"
"N4073995","140 Willis Drive","Aurora",1449900,3,4,3250,"N4073995/140-willis-drive-aurora-on"
"N4071950","25 Sandusky Crescent","Aurora",699000,3,3,NA,"N4071950/25-sandusky-crescent-aurora-on"
"N4070250","35 Mahogany Court","Aurora",1088000,4,4,2750,"N4070250/35-mahogany-court-aurora-on"
"N4066912","222 Corner Ridge Road","Aurora",1690000,4,6,4250,"N4066912/222-corner-ridge-road-aurora-on"
"N4066652","14 Corbett Crescent","Aurora",829000,2,2,NA,"N4066652/14-corbett-crescent-aurora-on"
"N4064708","9 Greenlefe Court","Aurora",1439000,4,4,2750,"N4064708/9-greenlefe-court-aurora-on"
"N4063330","3 Richardson Drive","Aurora",639900,3,2,NA,"N4063330/3-richardson-drive-aurora-on"
"N4063234","47 Brookland Avenue","Aurora",1198000,4,3,2250,"N4063234/47-brookland-avenue-aurora-on"
"N4062147","296 W Kennedy Street","Aurora",1480000,3,3,2250,"N4062147/296-w-kennedy-street-aurora-on"
"N4061716","26 Underhill Crescent","Aurora",1228000,4,3,NA,"N4061716/26-underhill-crescent-aurora-on"
"N4058521","22 Corner Ridge Road","Aurora",1388000,4,4,4250,"N4058521/22-corner-ridge-road-aurora-on"
"N4054243","12 Seaton Drive","Aurora",775000,3,1,NA,"N4054243/12-seaton-drive-aurora-on"
"N4053864","15 Springburn Crescent","Aurora",1079000,4,3,NA,"N4053864/15-springburn-crescent-aurora-on"
"N4052592","102-4 Mosaics Avenue","Aurora",619900,3,3,1500,"N4052592/102-4-mosaics-avenue-aurora-on"
"N4051564","43 Tamarac Tr","Aurora",969999,3,4,NA,"N4051564/43-tamarac-tr-aurora-on"
"N4051586","293 Corner Ridge Road","Aurora",1439000,4,5,3250,"N4051586/293-corner-ridge-road-aurora-on"
"N4050315","66 Buttonwood Tr","Aurora",1169000,4,3,NA,"N4050315/66-buttonwood-tr-aurora-on"
"N4042556","47 Tannery Creek Crescent","Aurora",1099000,3,4,3250,"N4042556/47-tannery-creek-crescent-aurora-on"
"N4025734","114 Timberline Tr","Aurora",1298000,4,3,NA,"N4025734/114-timberline-tr-aurora-on"
"N4016350","14421* Bathurst Street","Aurora",1999000,5,6,NA,"N4016350/14421-bathurst-street-aurora-on"
"N4096415","609-15277 Yonge Street","Aurora",694900,2,2,950,"N4096415/609-15277-yonge-street-aurora-on"
"N4072100","36 Dodie Street","Aurora",3150000,4,7,NA,"N4072100/36-dodie-street-aurora-on"
"N4105797","107 Hillview Road","Aurora",2199900,4,5,4250,"N4105797/107-hillview-road-aurora-on"
"N4104530","327 Milestone Crescent","Aurora",299000,3,2,1300,"N4104530/327-milestone-crescent-aurora-on"
"N4103969","221 Milestone Crescent","Aurora",345000,3,2,1300,"N4103969/221-milestone-crescent-aurora-on"
"N4103957","2 Springfair Avenue","Aurora",359900,3,2,1300,"N4103957/2-springfair-avenue-aurora-on"
"N4104100","13 Harriman Road","Aurora",1650000,4,3,NA,"N4104100/13-harriman-road-aurora-on"
"N4103162","58 Attridge Drive","Aurora",898000,4,4,2250,"N4103162/58-attridge-drive-aurora-on"
"N4102880","86 E Wellington Street","Aurora",799900,3,2,2250,"N4102880/86-e-wellington-street-aurora-on"
"N4102085","92 Batson Drive","Aurora",950000,4,3,2250,"N4102085/92-batson-drive-aurora-on"
"N4100301","135 Walton Drive","Aurora",844900,4,3,NA,"N4100301/135-walton-drive-aurora-on"
"N4100915","250 Milestone Crescent","Aurora",439000,3,2,1300,"N4100915/250-milestone-crescent-aurora-on"
"N4100908","24 Machell Avenue","Aurora",785000,3,2,NA,"N4100908/24-machell-avenue-aurora-on"
"N4100171","81 Connaught Avenue","Aurora",899900,2,2,NA,"N4100171/81-connaught-avenue-aurora-on"
"N4099903","27 Odin Crescent","Aurora",785000,3,3,NA,"N4099903/27-odin-crescent-aurora-on"
"N4097502","72 Catherine Avenue","Aurora",1298000,4,3,2750,"N4097502/72-catherine-avenue-aurora-on"
"N4099272","703-15277 Yonge Street","Aurora",699990,2,2,950,"N4099272/703-15277-yonge-street-aurora-on"
"N4096327","3 Pinehurst Court","Aurora",1198000,3,3,NA,"N4096327/3-pinehurst-court-aurora-on"
"N4095378","265 Milestone Crescent","Aurora",525000,3,3,1700,"N4095378/265-milestone-crescent-aurora-on"
"N4094494","28 Hollingshead Drive","Aurora",959900,4,4,2250,"N4094494/28-hollingshead-drive-aurora-on"
"N4094442","12 W Kennedy Street","Aurora",889000,5,3,1750,"N4094442/12-w-kennedy-street-aurora-on"
"N4092972","215 Milestone Crescent","Aurora",349000,3,2,1300,"N4092972/215-milestone-crescent-aurora-on"
"N4094185","143 Walton Drive","Aurora",869000,4,4,NA,"N4094185/143-walton-drive-aurora-on"
"N4091816","140 Milestone Crescent","Aurora",435000,3,2,1100,"N4091816/140-milestone-crescent-aurora-on"
"N4093324","50 Mill Street","Aurora",899000,4,2,2250,"N4093324/50-mill-street-aurora-on"
"N4087623","117 Hillview Road","Aurora",1300000,5,2,NA,"N4087623/117-hillview-road-aurora-on"
"N4091372","59 Moorcrest Drive","Aurora",839000,3,3,1750,"N4091372/59-moorcrest-drive-aurora-on"
"N4091070","113 Walton Drive","Aurora",868000,4,2,NA,"N4091070/113-walton-drive-aurora-on"
"N4090257","230 Milestone Crescent","Aurora",419000,3,2,1300,"N4090257/230-milestone-crescent-aurora-on"
"N4089846","34 Attridge Drive","Aurora",889900,4,4,2250,"N4089846/34-attridge-drive-aurora-on"
"N4088068","111 Hillview Road","Aurora",3650000,4,7,NA,"N4088068/111-hillview-road-aurora-on"
"N4083555","88 Cousins Drive","Aurora",929900,3,3,NA,"N4083555/88-cousins-drive-aurora-on"
"N4079635","29 Church Street","Aurora",620000,4,2,NA,"N4079635/29-church-street-aurora-on"
"N4080081","210 Old Yonge Street","Aurora",900000,3,3,NA,"N4080081/210-old-yonge-street-aurora-on"
"N4078665","311-160 E Wellington Street","Aurora",368800,1,1,650,"N4078665/311-160-e-wellington-street-aurora-on"
"N4076149","61 E Wellington Street","Aurora",899900,2,2,2250,"N4076149/61-e-wellington-street-aurora-on"
"N4073126",NA,"Aurora",2099000,5,5,4250,"N4073126/aurora-on"
"N4072798","86 Old Yonge Street","Aurora",1000000,5,4,2750,"N4072798/86-old-yonge-street-aurora-on"
"N4071566","6 Loring Doolittle Court","Aurora",599900,4,3,1900,"N4071566/6-loring-doolittle-court-aurora-on"
"N4069457","4 Wenderly Drive","Aurora",799000,3,2,NA,"N4069457/4-wenderly-drive-aurora-on"
"N4065386","202-21 George Street","Aurora",375000,1,1,850,"N4065386/202-21-george-street-aurora-on"
"N4063596","40 Dunning Avenue","Aurora",808000,3,2,NA,"N4063596/40-dunning-avenue-aurora-on"
"N4060990","122 Walton Drive","Aurora",778000,3,3,NA,"N4060990/122-walton-drive-aurora-on"
"N4044834","96 Connaught Avenue","Aurora",820000,2,2,NA,"N4044834/96-connaught-avenue-aurora-on"
"N4044245","65 Walton Drive","Aurora",880000,3,2,1300,"N4044245/65-walton-drive-aurora-on"
"N4043271","34 Moorcrest Drive","Aurora",898000,3,4,NA,"N4043271/34-moorcrest-drive-aurora-on"
"N4042581","419-15277 Yonge Street","Aurora",458800,1,1,650,"N4042581/419-15277-yonge-street-aurora-on"
"N4039981","103-21 George Street","Aurora",339000,1,1,850,"N4039981/103-21-george-street-aurora-on"
"N4036764","508-15277 Yonge Street","Aurora",699990,2,2,950,"N4036764/703-15277-yonge-street-aurora-on"
"N4030140","54 Centre Street","Aurora",1098000,4,4,NA,"N4030140/54-centre-street-aurora-on"
"N4028241","21 Hollingshead Drive","Aurora",1190000,4,4,2750,"N4028241/21-hollingshead-drive-aurora-on"
"N4017737","62 Centre Street","Aurora",849500,2,3,NA,"N4017737/62-centre-street-aurora-on"
"N4002258","92 Wells Street","Aurora",998999,5,3,NA,"N4002258/92-wells-street-aurora-on"
"N3967081","144 Temperance Street","Aurora",2799000,4,6,4250,"N3967081/144-temperance-street-aurora-on"
"N4103376","15 Morland Crescent","Aurora",1200000,2,3,NA,"N4103376/15-morland-crescent-aurora-on"
"N4103387","209 River Ridge Boulevard","Aurora",1198800,4,4,NA,"N4103387/209-river-ridge-boulevard-aurora-on"
"N4103433","46 Milliken Drive","Aurora",1188000,4,4,2750,"N4103433/46-milliken-drive-aurora-on"
"N4103161","43 Delattaye Avenue","Aurora",959000,4,3,NA,"N4103161/43-delattaye-avenue-aurora-on"
"N4102388","181 Conover Avenue","Aurora",718000,3,5,1750,"N4102388/181-conover-avenue-aurora-on"
"N4102575","431 Elyse Court","Aurora",899900,3,4,2250,"N4102575/431-elyse-court-aurora-on"
"N4100580","91 Morland Crescent","Aurora",1288000,4,5,3250,"N4100580/91-morland-crescent-aurora-on"
"N4099316","11 Hamster Crescent","Aurora",1488800,4,4,4250,"N4099316/11-hamster-crescent-aurora-on"
"N4099934","1 Mcnally Way","Aurora",938888,4,3,2250,"N4099934/1-mcnally-way-aurora-on"
"N4099874","596 Mavrinac Boulevard","Aurora",1059000,4,5,NA,"N4099874/596-mavrinac-boulevard-aurora-on"
"N4099902","62 Nicklaus Drive","Aurora",1388000,5,5,NA,"N4099902/62-nicklaus-drive-aurora-on"
"N4095883","102 Crane Street","Aurora",1350000,4,4,3250,"N4095883/102-crane-street-aurora-on"
"N4096016","35 Marshview Avenue","Aurora",759000,3,3,1750,"N4096016/35-marshview-avenue-aurora-on"
"N4096501","59 Barr Crescent","Aurora",699000,3,3,NA,"N4096501/59-barr-crescent-aurora-on"
"N4094513","183 Lewis Honey Drive","Aurora",578888,2,3,1300,"N4094513/183-lewis-honey-drive-aurora-on"
"N4095510","23 Marshview Avenue","Aurora",718000,3,3,1750,"N4095510/23-marshview-avenue-aurora-on"
"N4094232","38 Kane Crescent","Aurora",1682000,5,4,4250,"N4094232/38-kane-crescent-aurora-on"
"N4091773","52 Edwin Pearson Street","Aurora",588000,3,4,1900,"N4091773/52-edwin-pearson-street-aurora-on"
"N4082219","19 Mike Boshevski Court","Aurora",1528000,4,5,4250,"N4082219/19-mike-boshevski-court-aurora-on"
"N4082220","80 Hamster Crescent","Aurora",1488800,4,4,4250,"N4082220/80-hamster-crescent-aurora-on"
"N4063729","42 Fouracre Way","Aurora",1320000,4,4,3250,"N4063729/42-fouracre-way-aurora-on"
"N4090720","16 Cosford Street","Aurora",1189000,4,4,3250,"N4090720/16-cosford-street-aurora-on"
"N4088594","153 Collis Drive","Aurora",1080000,4,3,NA,"N4088594/153-collis-drive-aurora-on"
"N4088743","34 Bilbrough Street","Aurora",737000,3,3,1750,"N4088743/34-bilbrough-street-aurora-on"
"N4089377","91 Delattaye Avenue","Aurora",979000,4,4,2250,"N4089377/91-delattaye-avenue-aurora-on"
"N4086169","163 Lewis Honey Drive","Aurora",568000,2,3,1300,"N4086169/163-lewis-honey-drive-aurora-on"
"N4085988","235 Zokol Drive","Aurora",1498888,4,5,3250,"N4085988/235-zokol-drive-aurora-on"
"N4084500","31 Horsley Court","Aurora",1529000,4,5,3250,"N4084500/31-horsley-court-aurora-on"
"N4080841","26 Abbott Avenue","Aurora",1088000,4,3,2750,"N4080841/26-abbott-avenue-aurora-on"
"N4081190","120 Spring Farm Road","Aurora",1100000,4,5,2750,"N4081190/120-spring-farm-road-aurora-on"
"N4081328","66 Steel Drive","Aurora",999000,4,4,2750,"N4081328/66-steel-drive-aurora-on"
"N4077056","31 Weslock Crescent","Aurora",1248880,3,3,NA,"N4077056/31-weslock-crescent-aurora-on"
"N4071677","17 Marshview Avenue","Aurora",779000,3,3,1750,"N4071677/17-marshview-avenue-aurora-on"
"N4073705","255 Ivy Jay Crescent","Aurora",2050000,5,5,NA,"N4073705/255-ivy-jay-crescent-aurora-on"
"N4068773","49 Crane Street","Aurora",1350000,4,5,2750,"N4068773/49-crane-street-aurora-on"
"N4067805","158 Spring Farm Road","Aurora",999000,4,3,NA,"N4067805/158-spring-farm-road-aurora-on"
"N4056574","83 Ames Crescent","Aurora",1298000,4,5,3250,"N4056574/83-ames-crescent-aurora-on"
"N4058931","108 Hamster Crescent","Aurora",1399000,4,4,NA,"N4058931/108-hamster-crescent-aurora-on"
"N4055556","15 Gwilliam Lane","Aurora",999000,4,3,2250,"N4055556/15-gwilliam-lane-aurora-on"
"N4041704","35 Martell Gate","Aurora",748000,3,3,1750,"N4041704/35-martell-gate-aurora-on"
"N4037704","27 Read Street","Aurora",1239990,4,4,NA,"N4037704/27-read-street-aurora-on"
"N4027163","42 Read Street","Aurora",1179888,4,4,NA,"N4027163/42-read-street-aurora-on"
"N4022347","19 Petermann Street","Aurora",1238000,4,4,NA,"N4022347/19-petermann-street-aurora-on"
"N4094576","325 Crossing Bridge Place","Aurora",1315000,3,4,2120,"N4094576/325-crossing-bridge-place-aurora-on"
"N4052227","95 Vines Place","Aurora",1738000,4,5,NA,"N4052227/95-vines-place-aurora-on"
"N3998899","60 Vines Place","Aurora",1790000,4,4,4250,"N3998899/60-vines-place-aurora-on"
"N4105971","118 Rush Road","Aurora",799000,4,4,2250,"N4105971/118-rush-road-aurora-on"
"N4103985","217-180 John West Way","Aurora",459000,1,1,650,"N4103985/217-180-john-west-way-aurora-on"
"N4103319","6 Bowler Street","Aurora",725000,3,3,1750,"N4103319/6-bowler-street-aurora-on"
"N4101585","254 Pinnacle Tr","Aurora",679900,3,3,1750,"N4101585/254-pinnacle-tr-aurora-on"
"N4100920","154 Hollandview Tr","Aurora",1189900,4,4,2750,"N4100920/154-hollandview-tr-aurora-on"
"N4099650","30 Hadley Court","Aurora",1389000,4,4,2250,"N4099650/30-hadley-court-aurora-on"
"N4098750","49 Amberhill Way","Aurora",769000,3,3,1750,"N4098750/49-amberhill-way-aurora-on"
"N4097507","20 Watkins Glen Crescent","Aurora",749900,3,4,NA,"N4097507/20-watkins-glen-crescent-aurora-on"
"N4097007","71 Baywell Crescent","Aurora",598888,3,3,NA,"N4097007/71-baywell-crescent-aurora-on"
"N4093009","7 Snedden Avenue","Aurora",599900,2,3,NA,"N4093009/7-snedden-avenue-aurora-on"
"N4093147","104 Limeridge Street","Aurora",695000,3,3,NA,"N4093147/104-limeridge-street-aurora-on"
"N4049729","196 Kirkvalley Crescent","Aurora",674800,3,3,NA,"N4049729/196-kirkvalley-crescent-aurora-on"
"N4092714","Ph-5-180 John West Way","Aurora",3450000,2,3,2370,"N4092714/ph-5-180-john-west-way-aurora-on"
"N4092737","104 Baywell Crescent","Aurora",749999,3,3,1750,"N4092737/104-baywell-crescent-aurora-on"
"N4088398","228-180 John West Way","Aurora",775000,2,2,1100,"N4088398/228-180-john-west-way-aurora-on"
